Cliente,Tipo de Transacao,Valor da Transacao,Valor Anterior a Transacao,Valor Apos a Transacao,Horario da Transacao,Classe
cliente231C3C,Débito,1100.9,6957.28,5856.38,2022-06-23T07:59:14.972711,0
cliente6B2087,Débito,4581.77,6521.39,1939.62,2023-01-05T02:48:42.733266,0
cliente293196,Saque,1243.98,8286.98,7043.0,2022-09-22T03:38:53.753878,0
cliente663DA5,Débito,2989.78,5135.66,2145.88,2024-09-09T04:55:08.165025,0
clienteD7F070,Crédito,1492.8,5742.98,4250.18,2022-12-18T04:21:41.309338,0
clienteC0725D,PIX,3621.08,7935.98,4314.9,2023-05-01T14:40:53.868421,0
clienteAF735D,Débito,873.77,9677.4,8803.63,2023-11-14T09:45:31.087302,0
cliente65D103,PIX,1846.24,8262.56,6416.32,2023-07-21T00:10:36.015871,0
cliente3C4CF4,Débito,4697.52,8482.97,3785.45,2025-10-29T10:48:15.146938,1
cliente15AE90,Débito,3219.99,4705.58,1485.59,2024-11-19T00:33:40.500599,0
clienteFD8DD2,Débito,2470.07,4514.2,2044.13,2024-05-09T12:27:18.041083,0
cliente14334A,PIX,3874.98,13286.93,9411.95,2022-10-16T06:53:57.240766,0
cliente6C1B1A,Crédito,2166.33,8141.13,5974.8,2023-09-02T13:11:03.901356,0
clienteFD1070,Crédito,1247.54,9983.49,8735.95,2023-11-21T13:24:27.502056,0
clienteCCAE80,PIX,3606.43,8925.36,5318.93,2022-10-13T00:29:20.765584,0
clienteF4C160,Crédito,1103.15,1856.85,753.7,2025-03-28T12:58:27.298663,0
clienteE113A9,PIX,4709.06,14562.29,9853.23,2022-04-06T01:51:50.914628,0
clienteB5D13D,Crédito,84.18,5630.34,5546.16,2024-06-03T12:47:18.046944,0
cliente02C9EE,PIX,1846.19,3226.16,1379.97,2025-09-12T03:38:04.249032,0
clienteDEFE71,Saque,1124.38,9533.4,8409.02,2022-05-11T08:14:31.863365,1
cliente7572E0,Saque,1779.31,11237.38,9458.07,2024-04-26T22:31:07.957131,1
cliente441C3E,PIX,2697.16,3991.23,1294.07,2024-02-19T05:14:35.267676,0
cliente83A35F,Saque,595.26,8870.85,8275.59,2025-02-24T23:10:28.392997,0
cliente331041,Crédito,665.09,9536.88,8871.79,2023-04-29T01:41:37.595250,0
cliente2609D4,Crédito,2311.58,6846.25,4534.67,2023-10-15T11:24:42.501313,0
cliente8A45C7,PIX,1255.42,11021.16,9765.74,2024-10-02T04:29:18.982701,1
cliente1C4B0C,Saque,4542.79,12643.51,8100.72,2025-03-02T08:14:58.003938,0
clienteFE491F,Débito,3142.64,5059.6,1916.96,2024-11-01T16:12:54.909807,1
clienteC49D09,Saque,3928.02,4248.96,320.94,2025-09-07T18:50:59.600919,0
cliente8B5651,Crédito,4813.68,8805.37,3991.69,2025-03-08T11:35:14.601340,0
clienteC41075,Saque,3233.04,4334.78,1101.74,2024-03-04T18:46:57.468867,0
clienteC3D0D7,Saque,2785.04,3007.51,222.47,2023-05-31T11:45:03.676235,0
clienteE947A8,Crédito,198.89,4067.35,3868.46,2022-01-20T10:47:21.837027,0
cliente5452A5,PIX,1370.86,11013.99,9643.13,2025-04-04T23:18:40.087866,0
clienteDA9535,Crédito,4657.65,14630.53,9972.88,2022-01-10T12:12:06.258451,0
clienteD58CA5,PIX,153.49,3888.5,3735.01,2023-11-10T20:42:48.882281,0
cliente362AF7,Saque,1648.53,9365.11,7716.58,2022-08-30T14:42:10.259058,0
cliente56C7D9,Saque,1800.08,1842.82,42.74,2025-11-19T00:51:57.163494,1
clienteCDB447,Débito,3796.05,8730.37,4934.32,2025-09-22T05:05:00.257993,0
cliente2CB141,Débito,1522.12,4219.63,2697.51,2022-08-05T12:29:39.952097,0
clienteA7099C,Saque,4442.53,10701.98,6259.45,2022-05-28T20:07:29.217291,0
clienteD2C925,Saque,2986.3,7774.33,4788.03,2025-01-12T08:00:51.343002,0
cliente74D0D0,Débito,714.92,8349.54,7634.62,2023-12-23T10:54:42.385097,0
cliente14505F,Débito,4724.77,9227.94,4503.17,2022-07-16T16:37:57.606137,0
cliente05251C,PIX,2901.1,3845.08,943.98,2025-04-30T19:45:16.016482,0
cliente6A1EC7,Saque,3579.36,8353.54,4774.18,2025-02-04T20:57:11.953033,0
cliente25864F,PIX,2853.06,11320.78,8467.72,2025-10-01T08:43:05.758467,1
clienteAE705B,Saque,1224.75,8528.24,7303.49,2024-01-09T17:27:54.219020,0
cliente93EB43,Crédito,578.68,1863.23,1284.55,2025-01-29T07:26:15.367898,0
clienteD74DBD,Débito,3233.74,10927.5,7693.76,2023-10-09T09:22:03.222095,0
cliente5D485E,Débito,547.25,10257.97,9710.72,2022-09-06T19:42:49.462833,0
clienteDBE44E,Crédito,3464.64,3677.74,213.1,2025-05-05T21:06:32.517059,0
cliente849A78,PIX,3205.18,4053.28,848.1,2025-09-27T03:22:30.040288,0
cliente0943F9,Saque,2259.36,3577.98,1318.62,2025-08-30T00:27:45.619423,0
cliente706B84,Débito,4228.45,5881.16,1652.71,2022-09-25T07:37:29.246837,0
cliente5B1C7F,Saque,2214.66,4611.51,2396.85,2022-05-12T13:45:27.224220,0
cliente1B5DF8,Saque,4541.4,8661.63,4120.23,2023-01-24T14:21:40.314250,0
clienteDF8B4E,Saque,2410.56,5587.96,3177.4,2024-08-21T06:51:15.738729,0
cliente5E9B85,Crédito,3778.24,9992.14,6213.9,2023-02-15T04:43:10.406698,0
cliente98E33A,PIX,508.0,4572.8,4064.8,2022-01-02T02:53:43.381518,1
cliente9CC970,PIX,4260.45,11658.62,7398.17,2023-12-12T12:11:41.238842,0
cliente3F25FB,Débito,1803.3,6384.87,4581.57,2023-07-06T09:26:51.699967,1
clienteE2C055,Saque,2065.0,7854.23,5789.23,2025-01-02T17:42:56.030868,0
cliente46A381,Saque,1318.6,9034.4,7715.8,2024-03-14T22:00:14.714154,0
cliente0D3319,PIX,2974.71,5351.91,2377.2,2025-08-07T10:56:32.877610,0
clienteFD453D,Crédito,4555.31,10364.24,5808.93,2022-06-08T19:20:10.564515,0
cliente29C6DE,Crédito,2448.42,8446.14,5997.72,2023-12-08T12:29:10.462592,0
cliente31F222,Débito,1719.72,7630.41,5910.69,2023-03-27T14:38:15.874806,0
clienteE31FF7,Saque,3759.46,7157.52,3398.06,2023-11-13T09:29:05.126660,0
cliente2C10F7,Débito,3294.48,9702.42,6407.94,2023-03-24T06:23:09.510727,0
cliente08D957,Crédito,367.28,8378.07,8010.79,2025-01-24T16:40:13.303070,0
cliente61AE04,Crédito,3019.25,4912.63,1893.38,2022-01-16T02:44:54.901412,0
cliente4ABB10,Crédito,626.48,3778.93,3152.45,2022-12-19T07:13:28.163613,0
clienteDCB85E,Débito,3230.74,10098.6,6867.86,2024-02-08T02:08:58.787551,0
cliente0A499D,PIX,3404.57,5059.78,1655.21,2024-01-30T18:24:15.068158,0
cliente1536FA,Crédito,3036.72,3545.92,509.2,2022-01-13T17:14:35.114546,0
cliente422776,PIX,931.42,1904.12,972.7,2023-02-18T03:58:35.695700,0
cliente89B61B,Crédito,940.28,9192.17,8251.89,2024-08-25T00:14:19.548499,0
cliente5D87E2,PIX,2433.1,3653.94,1220.84,2024-01-20T18:45:04.160092,0
cliente3DE753,Saque,1466.57,5161.29,3694.72,2022-05-18T04:40:41.369551,0
cliente557787,Crédito,813.91,9660.92,8847.01,2023-11-15T15:20:48.558313,0
clienteFACE27,Saque,210.59,9391.95,9181.36,2022-08-23T02:05:24.432999,1
cliente920E38,Saque,4081.86,7416.18,3334.32,2024-06-13T03:21:16.914590,0
cliente39140C,PIX,4585.91,12699.7,8113.79,2023-10-10T01:46:42.621149,0
cliente1DF13E,Débito,3505.72,7630.8,4125.08,2023-12-03T07:54:37.810444,0
clienteD85043,Crédito,4803.07,14477.72,9674.65,2022-06-04T21:36:21.386582,0
cliente1FDB76,Débito,2698.25,4896.71,2198.46,2024-12-27T18:33:34.777528,0
clienteB733F6,Débito,1468.13,5384.9,3916.77,2025-09-29T08:10:53.043963,1
cliente659C2B,Débito,4620.66,9629.64,5008.98,2022-01-15T02:29:01.733239,1
cliente0A2077,Crédito,2950.99,12705.6,9754.61,2023-03-14T05:52:59.215117,0
cliente8BB98C,Débito,132.67,5131.75,4999.08,2024-12-02T05:52:13.089052,0
clienteEB555A,Crédito,1762.44,7736.24,5973.8,2022-05-20T11:55:39.307929,0
cliente18E3AE,Débito,3419.77,9626.5,6206.73,2022-02-22T04:12:52.949745,0
cliente4734C5,Débito,1365.17,7693.77,6328.6,2022-05-17T13:33:36.035624,0
clienteF45E9D,PIX,951.13,1777.15,826.02,2024-03-24T04:23:32.630839,1
cliente37F53F,Saque,765.35,2590.58,1825.23,2024-06-20T07:46:15.916261,0
cliente45A14A,Débito,843.26,1902.66,1059.4,2023-03-01T11:46:45.128422,0
cliente75C80D,Crédito,3708.17,13632.72,9924.55,2023-09-12T03:18:15.427353,0
cliente612A47,Crédito,1889.23,10854.84,8965.61,2023-05-20T01:23:41.893913,0
clienteA005F1,Crédito,2094.86,3348.0,1253.14,2024-12-31T03:36:31.625045,1
cliente954A64,Débito,2499.19,5109.04,2609.85,2022-12-27T04:54:05.783966,0
cliente9FBE99,Saque,3783.73,13331.2,9547.47,2024-06-25T11:05:26.704436,0
clienteA98C34,Saque,4863.04,7691.41,2828.37,2022-12-22T05:23:19.082256,0
clienteA250C3,Saque,4448.38,8178.19,3729.81,2022-12-05T23:27:51.788037,1
clienteF7B8BE,Crédito,4201.63,14068.56,9866.93,2023-01-25T04:24:32.641409,0
clienteC1396F,Saque,985.05,3212.11,2227.06,2025-01-07T05:42:41.367056,0
cliente2752D1,Débito,1383.96,5302.45,3918.49,2023-02-09T00:57:10.051302,0
clienteCBAA64,Crédito,2989.05,3466.78,477.73,2024-07-23T11:42:56.968362,0
clienteF7F903,PIX,352.07,406.03,53.96,2024-02-15T22:12:04.705494,0
cliente976CD0,PIX,844.12,2543.86,1699.74,2025-10-01T05:56:49.192764,1
cliente555658,Saque,1771.55,10300.69,8529.14,2025-04-24T01:48:17.329106,0
clienteDEA1F3,Crédito,4747.91,5098.95,351.04,2024-01-08T03:14:08.045606,0
cliente3D1ABC,Saque,3799.44,5091.84,1292.4,2024-10-08T02:45:31.280749,0
cliente49B118,Saque,1906.22,1945.86,39.64,2024-11-07T11:40:04.362206,0
clienteBBF53A,Saque,3086.53,10149.83,7063.3,2022-08-26T22:51:43.811222,0
cliente006539,Débito,438.3,4831.86,4393.56,2025-10-28T00:07:00.267657,1
cliente1788E4,PIX,3411.37,12296.87,8885.5,2023-05-01T00:24:11.221327,0
cliente53D757,PIX,4629.29,10530.7,5901.41,2023-10-07T08:06:11.688414,0
clienteB9F79F,Crédito,2878.53,10474.38,7595.85,2025-05-02T14:43:06.859378,0
cliente02F05A,Crédito,146.17,1357.81,1211.64,2024-01-22T23:54:25.117270,0
cliente98321A,Saque,1518.89,2542.87,1023.98,2024-08-11T08:09:28.805997,0
clienteFDCC57,Crédito,935.45,2582.94,1647.49,2023-11-11T10:41:30.602212,0
clienteE8FC0C,Saque,4556.89,14513.51,9956.62,2024-05-15T07:55:06.398649,0
clienteC33748,PIX,4411.67,8194.14,3782.47,2025-04-02T04:06:05.374093,0
cliente1A40EC,Saque,733.32,4375.78,3642.46,2022-08-27T21:47:35.297142,0
cliente995A9E,Crédito,2938.65,9188.79,6250.14,2022-05-16T02:20:46.699121,0
cliente17016B,Débito,1752.03,4720.22,2968.19,2022-02-06T03:38:26.590062,0
cliente7E83E9,Débito,2059.52,11632.75,9573.23,2023-08-13T09:06:21.296144,0
clienteC4BBF6,Crédito,3672.79,9083.67,5410.88,2023-04-30T14:45:50.853010,0
clienteE4B9BA,Crédito,1623.55,7673.16,6049.61,2024-06-23T18:43:46.063935,0
clienteB558A4,PIX,3810.65,12767.04,8956.39,2024-10-11T21:14:22.767882,0
clienteA32215,Crédito,1997.42,10106.62,8109.2,2025-06-03T13:58:10.026308,0
cliente5691A5,Crédito,1879.17,6249.21,4370.04,2022-04-17T05:32:06.881778,0
cliente0A4DF5,Saque,1748.09,2262.39,514.3,2024-09-14T09:26:03.795479,0
cliente457C3A,PIX,49.17,113.74,64.57,2025-03-16T13:29:04.282779,0
cliente3EFF2D,Débito,1587.27,5569.67,3982.4,2022-10-09T02:13:24.667931,0
cliente21BFF2,Saque,309.79,4766.87,4457.08,2023-04-11T12:39:21.987318,0
cliente5F5B7F,Crédito,667.34,10339.1,9671.76,2024-10-02T10:27:48.269358,0
cliente31823E,PIX,3621.91,13512.41,9890.5,2024-02-17T16:15:44.760101,0
cliente2862A3,Saque,3690.82,11154.41,7463.59,2022-05-09T12:12:23.937053,0
cliente008A4D,Crédito,1153.26,2303.97,1150.71,2025-03-12T16:59:03.121068,0
clienteFF8A63,PIX,3306.48,3977.79,671.31,2022-11-05T17:54:31.842048,0
clienteEDA454,Débito,4376.85,9034.69,4657.84,2023-01-04T20:34:48.830205,0
cliente7EE1A7,PIX,4969.3,11812.7,6843.4,2025-04-06T06:57:23.347678,0
cliente4567F4,Crédito,1350.36,1533.74,183.38,2023-06-28T10:44:10.834349,1
cliente42DB6B,Débito,2790.86,4181.07,1390.21,2022-05-14T10:07:03.280556,0
clienteBFC36E,Crédito,3741.1,4395.18,654.08,2025-02-09T03:38:35.754130,0
cliente9A1A00,Saque,1373.04,4206.94,2833.9,2025-11-26T08:25:56.410749,0
clienteB2E7B8,Débito,325.88,7672.09,7346.21,2022-11-15T23:54:07.661542,0
cliente80830E,Saque,334.42,7699.73,7365.31,2025-05-04T17:28:42.219347,0
cliente79E4CD,Débito,1205.95,10308.23,9102.28,2024-11-03T11:31:16.148074,0
cliente655AF7,Débito,3720.96,4514.48,793.52,2025-08-12T01:21:00.999140,0
cliente66BBF2,Débito,1831.14,2490.33,659.19,2023-11-02T08:20:09.481985,0
clienteCE9B6C,Crédito,2696.67,8397.15,5700.48,2025-07-10T17:47:43.748252,0
cliente98ED2A,Débito,4827.76,6446.17,1618.41,2024-10-18T14:36:53.599650,0
cliente196C59,Saque,1902.91,10826.75,8923.84,2024-10-14T23:00:40.495231,0
clienteC2E832,Débito,3933.41,5956.96,2023.55,2022-01-21T20:45:35.450413,0
clienteD1CDC0,Saque,3615.32,8424.58,4809.26,2023-07-14T07:39:51.661053,0
cliente036A7A,PIX,1244.98,9165.73,7920.75,2022-07-22T03:34:45.284235,0
clienteD43B78,PIX,3474.01,13461.31,9987.3,2023-11-27T14:28:29.486029,0
clienteFD662E,Saque,3475.91,5523.41,2047.5,2025-11-21T08:29:09.930237,0
clienteCACBD4,Saque,4379.15,6720.1,2340.95,2025-10-02T22:36:22.804246,0
clienteCE3FA8,PIX,1706.51,10685.93,8979.42,2022-04-28T00:33:10.790770,0
clienteDEAE6C,Crédito,2790.52,7285.34,4494.82,2024-10-19T12:47:10.217391,0
clienteB7BB97,Crédito,4568.97,5921.74,1352.77,2025-06-20T11:29:15.886358,0
cliente44C2DE,Saque,1177.7,3085.43,1907.73,2022-04-02T18:49:52.345956,0
clienteB99000,Crédito,70.37,6707.59,6637.22,2023-11-01T18:43:32.294483,0
clienteD0B46F,Débito,3325.17,6720.91,3395.74,2022-11-04T06:00:08.991492,0
cliente373F5F,Crédito,4736.07,9795.81,5059.74,2025-03-08T07:40:39.879420,0
clienteF66654,PIX,4354.36,10139.68,5785.32,2023-12-25T01:57:48.382141,1
clienteA148DF,Crédito,4317.92,10210.53,5892.61,2024-07-28T06:36:30.325224,0
cliente35CB3D,Crédito,4906.59,9967.99,5061.4,2022-12-02T19:51:58.766746,0
clienteA64CCB,Crédito,1129.39,4497.46,3368.07,2022-05-23T05:10:33.125430,0
cliente167FB8,Crédito,4898.65,9245.14,4346.49,2024-12-20T23:59:41.014856,1
cliente2872DD,Débito,2429.1,4895.27,2466.17,2023-04-07T08:28:06.409271,0
cliente4C11C9,Saque,360.81,9647.46,9286.65,2024-01-27T22:07:09.880866,0
cliente706FA0,Crédito,2846.65,11927.08,9080.43,2024-01-06T07:46:19.182938,0
clienteEE43FA,Crédito,2732.07,12468.94,9736.87,2024-01-29T22:51:21.326990,0
cliente738439,Débito,3838.72,8600.88,4762.16,2023-07-31T20:13:57.463001,0
cliente0F10FD,PIX,3073.56,7507.62,4434.06,2025-09-09T19:07:50.338061,0
cliente099E9D,Débito,978.79,7483.1,6504.31,2024-09-02T11:48:48.279495,0
clienteF31C8B,Saque,4553.71,9400.13,4846.42,2024-02-09T20:42:52.230621,1
cliente8D8BE7,Crédito,2479.49,4649.19,2169.7,2025-03-01T02:19:01.287166,1
cliente99A30E,Crédito,841.59,2647.88,1806.29,2025-06-15T12:29:39.467549,0
cliente053891,Saque,4681.63,13869.86,9188.23,2024-01-12T20:09:37.759535,0
clienteB90CE8,PIX,1216.47,3438.13,2221.66,2023-05-31T16:08:35.385457,0
cliente0994EF,Débito,1939.4,9466.46,7527.06,2024-09-05T07:52:46.616507,0
cliente500A91,Débito,754.55,9760.82,9006.27,2024-11-12T13:13:49.896066,0
cliente33ECF8,Crédito,4354.36,5176.67,822.31,2024-05-16T15:22:10.271072,0
clienteC678D9,Débito,1275.6,10979.84,9704.24,2024-01-11T02:03:43.112330,0
cliente72B3C0,Crédito,3259.38,11107.39,7848.01,2022-06-29T05:23:02.753554,0
cliente233F6F,PIX,1619.56,2296.41,676.85,2025-02-15T11:35:11.892666,0
cliente4F73B5,Débito,2654.04,7163.28,4509.24,2025-01-25T08:31:17.759107,0
cliente7615E9,PIX,2585.8,11253.85,8668.05,2025-12-14T17:54:50.359111,1
cliente452D85,Crédito,1729.0,3312.65,1583.65,2025-01-02T08:28:33.522097,1
clienteB12339,Débito,3954.44,10630.71,6676.27,2022-06-05T15:46:15.286053,0
cliente7E8363,Crédito,4525.65,8792.46,4266.81,2023-09-10T19:03:43.370373,0
cliente6B7586,Crédito,4356.08,14280.29,9924.21,2023-07-26T16:31:02.257247,0
cliente45942E,Crédito,3934.91,8898.18,4963.27,2022-08-14T04:37:24.166554,0
clienteFE2F37,Débito,1858.91,11069.74,9210.83,2025-05-22T01:34:18.674846,0
cliente52007F,Crédito,2853.4,7647.96,4794.56,2023-10-18T19:30:31.515255,0
clienteCCA186,Saque,4831.41,11548.87,6717.46,2022-04-24T16:12:23.870892,0
clienteC5A9E8,Saque,288.76,7344.63,7055.87,2025-05-27T01:55:41.869944,0
clienteA2FE04,Saque,2159.73,7880.09,5720.36,2024-01-16T18:35:52.927326,0
cliente458A73,PIX,591.21,4491.49,3900.28,2022-05-08T05:17:27.584381,0
clienteBC1E9D,Saque,1962.42,4312.52,2350.1,2024-02-14T08:02:38.648958,0
clienteBD762B,Débito,4947.11,11863.19,6916.08,2025-11-29T23:22:18.284622,0
cliente7133D0,Crédito,3824.27,6858.62,3034.35,2023-01-28T12:22:10.419326,0
cliente10989D,PIX,69.31,5166.99,5097.68,2023-07-07T18:27:43.508847,0
cliente995B27,Crédito,1969.18,2838.14,868.96,2025-03-30T10:56:37.108243,1
clienteC72506,Saque,3380.44,5475.61,2095.17,2025-12-19T07:19:37.837481,0
clienteF46ACA,Saque,1567.02,8244.23,6677.21,2025-06-02T05:19:21.989685,0
clienteA3A6F3,Crédito,4059.89,8718.59,4658.7,2024-06-13T12:50:34.458560,0
cliente81B376,Saque,1870.21,9917.12,8046.91,2022-12-11T18:58:41.074048,0
cliente96D55A,Crédito,669.1,8594.66,7925.56,2025-02-05T07:14:09.827862,0
cliente9E100B,PIX,4881.12,12947.04,8065.92,2024-11-26T00:09:36.654811,0
clienteF8BBAD,Débito,1381.39,1531.9,150.51,2023-05-29T13:37:28.759394,0
clienteF3F212,PIX,3348.91,5002.78,1653.87,2022-08-12T18:09:12.069426,0
clienteB5FD06,Saque,519.6,9492.55,8972.95,2023-10-03T08:55:21.212864,1
cliente896036,Saque,4104.38,10253.21,6148.83,2022-03-17T10:00:34.576842,0
cliente8C7E8E,PIX,157.08,6764.52,6607.44,2023-01-23T07:11:33.108545,0
cliente1BF57E,Débito,4255.51,7341.28,3085.77,2023-05-22T18:58:13.305921,0
clienteDAEE1B,Crédito,1626.94,3253.63,1626.69,2022-07-02T07:26:17.307823,0
clienteD29273,Saque,3991.16,5024.76,1033.6,2025-04-27T03:27:26.357099,0
clienteAC4AE0,Crédito,4329.22,12042.3,7713.08,2024-11-02T17:23:14.520816,0
cliente2263F5,Débito,1425.04,1714.28,289.24,2025-08-28T09:32:36.414597,0
clienteF8F18C,PIX,2809.91,3282.08,472.17,2022-11-03T06:48:13.263055,0
clienteAA4481,Débito,1131.76,3899.66,2767.9,2022-12-05T13:24:40.023307,0
cliente2E4B71,Saque,2338.03,5430.64,3092.61,2025-08-02T09:06:50.238819,0
cliente910EE3,Saque,3912.63,13587.2,9674.57,2022-09-19T01:53:07.353414,0
cliente973481,Crédito,4604.77,5404.92,800.15,2025-05-21T03:39:36.552663,0
cliente3AD465,PIX,4584.57,9327.72,4743.15,2022-06-09T14:19:59.325541,0
clienteC3EA06,Débito,911.47,3373.11,2461.64,2023-05-24T23:31:52.564261,0
cliente32A60A,Débito,1898.08,2091.12,193.04,2024-03-05T09:19:00.746615,0
cliente804E5C,Saque,1731.5,9000.93,7269.43,2023-01-30T05:17:39.915820,0
clienteE61DDA,PIX,1215.19,7169.25,5954.06,2023-09-08T23:50:34.158915,0
cliente4B3168,Crédito,1338.42,6657.93,5319.51,2024-08-07T09:28:36.457341,0
cliente2FC507,PIX,1870.21,11575.38,9705.17,2023-10-29T14:51:11.494786,0
clienteDD42F4,Débito,1866.23,9937.38,8071.15,2023-04-15T17:42:40.870754,0
cliente731E49,Crédito,2063.01,6242.14,4179.13,2023-09-29T13:44:54.945317,0
clienteF06158,Crédito,3464.91,8060.82,4595.91,2025-11-20T01:53:41.970961,0
cliente5E14C6,PIX,239.47,4434.39,4194.92,2023-05-19T09:50:29.370286,0
clienteA3ACAC,PIX,3808.58,13019.72,9211.14,2025-08-10T21:53:22.823482,0
cliente22641B,PIX,3362.0,10560.78,7198.78,2025-12-11T09:06:45.707326,1
cliente76296D,PIX,311.25,1524.61,1213.36,2023-08-26T09:32:53.261266,0
cliente1A9520,PIX,4526.75,8566.4,4039.65,2022-10-29T12:04:16.189944,1
cliente453570,Crédito,4460.44,11840.97,7380.53,2025-04-07T21:51:19.700550,0
clienteC0E197,Débito,943.21,4801.28,3858.07,2024-09-26T05:16:29.318280,0
cliente105440,PIX,2698.42,10514.9,7816.48,2025-12-15T19:22:01.811743,0
cliente522024,PIX,1961.98,9277.88,7315.9,2022-03-15T03:35:18.339987,0
clienteC87906,Saque,1223.24,1937.26,714.02,2022-09-12T07:43:12.730520,0
cliente13994A,PIX,3468.41,8494.45,5026.04,2024-04-23T06:40:07.400809,0
cliente21F0B2,Crédito,598.95,3411.96,2813.01,2022-03-23T16:54:10.085572,0
clienteD38E56,Crédito,2321.36,10031.07,7709.71,2024-07-21T01:07:12.568386,0
clienteE899AA,PIX,573.34,2725.77,2152.43,2025-04-08T16:48:09.655626,0
cliente52AD40,Débito,2150.98,8657.37,6506.39,2023-05-31T05:15:47.393513,0
clienteB0C2D5,Débito,3323.13,5492.75,2169.62,2022-07-14T01:02:22.071125,1
clienteEE5E61,Crédito,1144.73,6961.45,5816.72,2022-04-04T17:04:18.547003,0
cliente16F1A2,PIX,3080.61,12586.55,9505.94,2025-05-10T11:14:57.200401,1
cliente20BDE4,Saque,3873.49,4103.25,229.76,2022-07-12T10:09:43.025006,0
cliente00F08B,Crédito,46.73,6601.21,6554.48,2022-01-23T10:48:09.972256,0
clienteFA966A,Crédito,4887.93,9926.17,5038.24,2023-07-05T04:56:48.730246,1
cliente342F5E,PIX,1915.28,11093.93,9178.65,2025-01-14T22:11:12.378558,0
cliente885EEC,Saque,3062.4,4849.65,1787.25,2024-09-12T06:20:55.023910,0
clienteB58633,Saque,2051.44,5687.11,3635.67,2025-11-17T18:28:46.249926,0
cliente3C6020,PIX,1678.38,1775.75,97.37,2022-10-30T23:22:02.713195,1
clienteFD483D,Saque,4870.37,8449.36,3578.99,2022-06-02T19:08:56.884136,0
clienteF54FE6,Crédito,2881.22,8263.39,5382.17,2023-05-03T01:29:05.405320,0
clienteA1C4BA,Débito,1155.08,4539.69,3384.61,2023-10-29T09:04:43.042048,0
cliente7FBBD1,Saque,45.09,163.61,118.52,2022-07-27T05:58:37.323379,0
clienteF57AB0,Crédito,3947.55,13451.88,9504.33,2022-04-06T05:09:51.353353,0
clienteCC68B3,Saque,4201.02,10074.14,5873.12,2025-06-28T07:47:05.966231,0
clienteD9857E,Débito,3117.72,5258.8,2141.08,2025-09-01T17:46:49.826079,0
cliente2BF53C,PIX,4473.91,11787.68,7313.77,2022-04-17T23:05:07.851614,1
cliente5090C4,Crédito,3426.62,7213.85,3787.23,2025-11-18T03:13:56.470239,0
cliente0836EA,Crédito,4661.21,13294.87,8633.66,2025-03-22T17:39:58.632652,1
cliente10D555,Débito,1495.94,4127.51,2631.57,2024-06-01T21:01:40.637916,0
cliente960BD2,Crédito,4890.52,11321.04,6430.52,2022-04-05T17:49:25.724830,0
clienteF8E963,Saque,1564.64,3046.36,1481.72,2022-03-20T02:20:40.324076,0
cliente65D55F,PIX,4501.51,4900.67,399.16,2023-05-22T11:06:36.405497,0
clienteC61D2E,Débito,28.37,9714.32,9685.95,2025-07-20T18:54:57.513655,0
cliente12A410,PIX,3608.18,4286.76,678.58,2024-03-25T14:19:04.503585,0
clienteFFF0DF,Débito,1253.79,8760.0,7506.21,2024-04-12T15:46:18.204095,0
cliente58C248,Crédito,175.17,6430.43,6255.26,2025-07-08T15:38:42.651281,0
clienteBF3BCA,Crédito,2325.44,7090.58,4765.14,2023-11-24T00:14:36.732652,1
cliente6FAA54,PIX,1068.64,3844.34,2775.7,2023-10-30T05:35:06.698653,0
cliente4AB713,Crédito,527.19,9495.84,8968.65,2024-02-07T07:15:21.470818,0
cliente2FDF03,PIX,980.05,6687.07,5707.02,2022-11-29T08:15:53.247500,0
clienteB6D8A1,Saque,1592.85,10904.56,9311.71,2022-09-05T19:25:21.855695,0
cliente094E21,Saque,3646.32,11125.63,7479.31,2024-12-29T07:19:47.816103,0
clienteCC4339,Saque,2709.18,6891.89,4182.71,2024-06-29T21:24:37.883600,0
cliente53E679,Saque,3301.37,10501.84,7200.47,2025-08-11T15:58:37.058462,0
clienteCA61CB,Crédito,784.55,5362.3,4577.75,2022-08-07T17:41:01.007989,0
clienteE808D4,PIX,3783.79,5630.6,1846.81,2022-06-09T08:04:39.802968,0
clienteF0788D,PIX,234.03,4954.95,4720.92,2023-03-17T20:08:31.735206,0
cliente0FE2C1,Saque,2033.35,10404.4,8371.05,2025-05-11T08:00:54.862602,0
cliente04EFC8,Crédito,2345.46,8258.54,5913.08,2025-06-05T14:39:34.480729,0
clienteFD5BD7,Débito,3733.94,10199.76,6465.82,2024-02-20T22:19:37.024334,0
cliente405016,Saque,2367.23,6414.0,4046.77,2023-06-07T05:05:20.630254,0
clienteD513FE,Débito,2406.55,10057.47,7650.92,2023-10-24T15:51:13.916394,0
clienteF394EE,PIX,3726.07,7669.64,3943.57,2024-12-24T06:16:47.079105,1
cliente983972,Saque,1566.07,3492.9,1926.83,2022-06-01T21:17:14.097149,0
clienteD618A3,Saque,3102.2,8229.81,5127.61,2022-05-31T00:02:22.120044,0
cliente37D56A,PIX,147.98,3624.39,3476.41,2023-05-25T13:09:57.260153,0
cliente6F5F98,Crédito,2846.88,3435.48,588.6,2025-05-27T08:37:17.729280,0
clienteD47B89,PIX,3833.84,4590.52,756.68,2022-05-03T12:05:42.002596,0
cliente62AF7E,PIX,3202.94,8024.68,4821.74,2024-09-26T10:11:04.996300,0
clienteA1C4F0,Saque,4352.73,10401.26,6048.53,2022-10-19T02:32:49.071218,0
